sample_id,bin_key,cycle_bin,bfs_bin,choice_bin,endpoint_bin,target_status,target_quota,target_count_final,quota_scope_member_handdraw,quota_scope_member_exploration,is_critical_long_bin,bfs_len,rect_room_compressed_cycle_rank,rect_room_macro_choice_count,rect_room_macro_endpoint_count,free_ratio,reachable_free_ratio,origin_generator,origin_seed_id,route_id,from_sfg,from_rbr,accepted_as_commit,lineage_id,grid_hash,grid_start_goal_hash,start_r,start_c,goal_r,goal_c,ascii_grid,json_grid,visualization_path
item_016423_trial_024511_03_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,25,2,7,6,0.734375,0.9148936170212766,random_wall_generator,seed016423_random_wall_generator,single_loop_long_high_choice_high_endpoint,False,True,True,seed016423_random_wall_generator,a007db12dfca9957,3fe7e20b084a0b5f,4,0,5,2,"........
.#.#.##.
..#.....
#..#....
S.#.##..
##G.#...
..#.#.#.
..#.....","[[0,0,0,0,0,0,0,0],[0,1,0,1,0,1,1,0],[0,0,1,0,0,0,0,0],[1,0,0,1,0,0,0,0],[0,0,1,0,1,1,0,0],[1,1,0,0,1,0,0,0],[0,0,1,0,1,0,1,0],[0,0,1,0,0,0,0,0]]",
item_016605_trial_016605_05_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,21,2,6,4,0.5625,1.0,sfg_generator,seed016605_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed016605_sfg_generator,86c3e19c30238c0b,c9964ee23a51a2c7,6,0,7,2,"#####...
#####.#.
#..#....
.....#..
..###.#.
#.###...
S.##..#.
##G..#..","[[1,1,1,1,1,0,0,0],[1,1,1,1,1,0,1,0],[1,0,0,1,0,0,0,0],[0,0,0,0,0,1,0,0],[0,0,1,1,1,0,1,0],[1,0,1,1,1,0,0,0],[0,0,1,1,0,0,1,0],[1,1,0,0,0,1,0,0]]",
item_016654_trial_016654_05_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,23,2,6,4,0.546875,1.0,sfg_generator,seed016654_sfg_generator,generic_multi_loop_long,True,True,True,seed016654_sfg_generator,7bc728119a63b0f1,c61d97f6827fbf8a,7,6,5,7,".#..####
.....###
.##...##
....#..#
.#####..
.##.##.G
..#...##
#...#.S#","[[0,1,0,0,1,1,1,1],[0,0,0,0,0,1,1,1],[0,1,1,0,0,0,1,1],[0,0,0,0,1,0,0,1],[0,1,1,1,1,1,0,0],[0,1,1,0,1,1,0,0],[0,0,1,0,0,0,1,1],[1,0,0,0,1,0,0,1]]",
item_017070_trial_017070_03_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,23,2,6,5,0.609375,1.0,sfg_generator,seed017070_sfg_generator,generic_multi_loop_long,True,True,True,seed017070_sfg_generator,2e8d069abb309f80,06aa9f708257b422,5,0,7,3,"...#....
......#.
...####.
.#..#...
...###.#
S####...
####...#
###G...#","[[0,0,0,1,0,0,0,0],[0,0,0,0,0,0,1,0],[0,0,0,1,1,1,1,0],[0,1,0,0,1,0,0,0],[0,0,0,1,1,1,0,1],[0,1,1,1,1,0,0,0],[1,1,1,1,0,0,0,1],[1,1,1,0,0,0,0,1]]",
item_017070_trial_017070_04_spb,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,23,3,8,5,0.59375,1.0,sfg_generator,seed017070_sfg_generator,generic_multi_loop_long,True,True,True,seed017070_sfg_generator,932289835a29a540,37d5ffed141c63aa,5,0,7,3,"...#....
.#....#.
...####.
.#..#...
...###.#
S####...
####...#
###G...#","[[0,0,0,1,0,0,0,0],[0,1,0,0,0,0,1,0],[0,0,0,1,1,1,1,0],[0,1,0,0,1,0,0,0],[0,0,0,1,1,1,0,1],[0,1,1,1,1,0,0,0],[1,1,1,1,0,0,0,1],[1,1,1,0,0,0,0,1]]",
item_017168_trial_019507_00_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,2,7,6,0.625,1.0,sfg_generator,seed017168_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed017168_sfg_generator,96dba15105725cf0,410f4b076bdafe2f,3,7,7,7,"#....#..
..##...#
...##...
..#..##S
#...####
#.#..#.#
#.......
###...#G","[[1,0,0,0,0,1,0,0],[0,0,1,1,0,0,0,1],[0,0,0,1,1,0,0,0],[0,0,1,0,0,1,1,0],[1,0,0,0,1,1,1,1],[1,0,1,0,0,1,0,1],[1,0,0,0,0,0,0,0],[1,1,1,0,0,0,1,0]]",
item_017177_trial_017177_03_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,21,2,6,5,0.53125,1.0,sfg_generator,seed017177_sfg_generator,generic_single_loop_long,True,True,True,seed017177_sfg_generator,d836a161c3465b28,07a786cbec881c21,4,7,7,3,"......#.
.#......
..##...#
#.####..
...####S
..######
#..#####
...G####","[[0,0,0,0,0,0,1,0],[0,1,0,0,0,0,0,0],[0,0,1,1,0,0,0,1],[1,0,1,1,1,1,0,0],[0,0,0,1,1,1,1,0],[0,0,1,1,1,1,1,1],[1,0,0,1,1,1,1,1],[0,0,0,0,1,1,1,1]]",
item_017279_trial_017279_05_pure_tbi,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,24,2,6,5,0.671875,1.0,sfg_generator,seed017279_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed017279_sfg_generator,45b17639e0e22756,9cc39490fb809b46,0,0,1,7,"S.##...#
..#..#.G
..#..#.#
#..#..##
....#..#
.#...#..
.#.#....
.#.##...","[[0,0,1,1,0,0,0,1],[0,0,1,0,0,1,0,0],[0,0,1,0,0,1,0,1],[1,0,0,1,0,0,1,1],[0,0,0,0,1,0,0,1],[0,1,0,0,0,1,0,0],[0,1,0,1,0,0,0,0],[0,1,0,1,1,0,0,0]]",
item_017279_trial_017703_03_spb,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,24,2,6,5,0.65625,1.0,sfg_generator,seed017279_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed017279_sfg_generator,0071fa33ffb6fde2,fd3c80146e510bf1,0,0,1,7,"S.##...#
..#..#.G
#.#..#.#
#..#..##
....#..#
.#...#..
.#.#....
.#.##...","[[0,0,1,1,0,0,0,1],[0,0,1,0,0,1,0,0],[1,0,1,0,0,1,0,1],[1,0,0,1,0,0,1,1],[0,0,0,0,1,0,0,1],[0,1,0,0,0,1,0,0],[0,1,0,1,0,0,0,0],[0,1,0,1,1,0,0,0]]",
item_017519_trial_024348_00_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,25,2,7,5,0.5625,1.0,sfg_generator,seed017519_sfg_generator,single_loop_long_high_choice_high_endpoint,True,True,True,seed017519_sfg_generator,c27796b16c31e279,aab8132fbc005a8c,2,0,1,2,"......#.
##G#....
S.###..#
#..###..
##..###.
###..#..
###...#.
###.....","[[0,0,0,0,0,0,1,0],[1,1,0,1,0,0,0,0],[0,0,1,1,1,0,0,1],[1,0,0,1,1,1,0,0],[1,1,0,0,1,1,1,0],[1,1,1,0,0,1,0,0],[1,1,1,0,0,0,1,0],[1,1,1,0,0,0,0,0]]",
item_017519_trial_024348_03_pure_tbi,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,25,2,7,6,0.625,1.0,sfg_generator,seed017519_sfg_generator,single_loop_long_high_choice_high_endpoint,True,True,True,seed017519_sfg_generator,5f8b87035bbe7f93,abd206ca7a96a253,2,0,1,2,"......#.
##G#....
S.###..#
#..###..
##..###.
###..#..
.##...#.
........","[[0,0,0,0,0,0,1,0],[1,1,0,1,0,0,0,0],[0,0,1,1,1,0,0,1],[1,0,0,1,1,1,0,0],[1,1,0,0,1,1,1,0],[1,1,1,0,0,1,0,0],[0,1,1,0,0,0,1,0],[0,0,0,0,0,0,0,0]]",
item_017795_trial_017795_05_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,21,3,7,4,0.609375,1.0,sfg_generator,seed017795_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed017795_sfg_generator,467a0c33fda45743,e66e5fd24b35d1cd,0,7,4,6,"....#..S
.#......
...#...#
##..#.#.
###..#G.
####..#.
#####.#.
##......","[[0,0,0,0,1,0,0,0],[0,1,0,0,0,0,0,0],[0,0,0,1,0,0,0,1],[1,1,0,0,1,0,1,0],[1,1,1,0,0,1,0,0],[1,1,1,1,0,0,1,0],[1,1,1,1,1,0,1,0],[1,1,0,0,0,0,0,0]]",
item_018555_trial_018555_05_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,21,2,7,5,0.59375,1.0,sfg_generator,seed018555_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed018555_sfg_generator,264afe6cd6af4a99,845cab0f34191e3c,7,7,5,0,"..#....#
....##..
...##...
.##.#.#.
..#.....
G#####.#
##......
#######S","[[0,0,1,0,0,0,0,1],[0,0,0,0,1,1,0,0],[0,0,0,1,1,0,0,0],[0,1,1,0,1,0,1,0],[0,0,1,0,0,0,0,0],[0,1,1,1,1,1,0,1],[1,1,0,0,0,0,0,0],[1,1,1,1,1,1,1,0]]",
item_018739_trial_025013_04_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,24,2,6,6,0.609375,1.0,sfg_generator,seed018739_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed018739_sfg_generator,629aa3c3f0ffc755,f9b73f8389267feb,1,3,0,4,"####G..#
###S##..
#.....#.
...###..
.....#..
..###.#.
....#...
#.#...##","[[1,1,1,1,0,0,0,1],[1,1,1,0,1,1,0,0],[1,0,0,0,0,0,1,0],[0,0,0,1,1,1,0,0],[0,0,0,0,0,1,0,0],[0,0,1,1,1,0,1,0],[0,0,0,0,1,0,0,0],[1,0,1,0,0,0,1,1]]",
item_018775_trial_018775_05_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,2,6,6,0.625,1.0,sfg_generator,seed018775_sfg_generator,single_loop_long_high_choice_high_endpoint,True,True,True,seed018775_sfg_generator,006f015a7fbb915a,a85b0808401372b9,1,0,1,4,"....#..#
S#.#G.#.
...##...
....#...
.##..#..
####.#..
####..#.
###.....","[[0,0,0,0,1,0,0,1],[0,1,0,1,0,0,1,0],[0,0,0,1,1,0,0,0],[0,0,0,0,1,0,0,0],[0,1,1,0,0,1,0,0],[1,1,1,1,0,1,0,0],[1,1,1,1,0,0,1,0],[1,1,1,0,0,0,0,0]]",
item_018836_trial_020359_02_spb,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,2,6,5,0.65625,1.0,random_wall_generator,seed018836_random_wall_generator,multi_loop_long_high_choice_high_endpoint,False,True,True,seed018836_random_wall_generator,a3cb170fe6f614cd,2f9ed48f77db4aa6,2,3,1,6,".##..#.#
.#...#G.
.#.S..#.
....###.
.#####..
......#.
..#####.
........","[[0,1,1,0,0,1,0,1],[0,1,0,0,0,1,0,0],[0,1,0,0,0,0,1,0],[0,0,0,0,1,1,1,0],[0,1,1,1,1,1,0,0],[0,0,0,0,0,0,1,0],[0,0,1,1,1,1,1,0],[0,0,0,0,0,0,0,0]]",
item_018836_trial_020814_00_spb,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,2,6,5,0.640625,1.0,random_wall_generator,seed018836_random_wall_generator,multi_loop_long_high_choice_high_endpoint,False,True,True,seed018836_random_wall_generator,68fc99d562d5aab7,be90ac8d6046db90,2,3,1,6,".##..#.#
.#...#G.
.#.S..#.
....###.
.#####..
......#.
..#####.
#.......","[[0,1,1,0,0,1,0,1],[0,1,0,0,0,1,0,0],[0,1,0,0,0,0,1,0],[0,0,0,0,1,1,1,0],[0,1,1,1,1,1,0,0],[0,0,0,0,0,0,1,0],[0,0,1,1,1,1,1,0],[1,0,0,0,0,0,0,0]]",
item_019001_trial_019001_04_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,26,2,6,4,0.640625,1.0,sfg_generator,seed019001_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed019001_sfg_generator,aab1d2ba9d93817e,a7c8086abf095fe2,2,4,5,7,".#......
...##...
..##S#..
.#...#.#
..#.##..
#.#..##G
.....###
....####","[[0,1,0,0,0,0,0,0],[0,0,0,1,1,0,0,0],[0,0,1,1,0,1,0,0],[0,1,0,0,0,1,0,1],[0,0,1,0,1,1,0,0],[1,0,1,0,0,1,1,0],[0,0,0,0,0,1,1,1],[0,0,0,0,1,1,1,1]]",
item_019001_trial_019001_05_pure_tbi,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,26,2,7,5,0.65625,1.0,sfg_generator,seed019001_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed019001_sfg_generator,1d36a3098a09f09b,ff2a9c803036d1e4,2,4,5,7,".#......
...##...
..##S#..
.#...#.#
..#.#...
#.#..##G
.....###
....####","[[0,1,0,0,0,0,0,0],[0,0,0,1,1,0,0,0],[0,0,1,1,0,1,0,0],[0,1,0,0,0,1,0,1],[0,0,1,0,1,0,0,0],[1,0,1,0,0,1,1,0],[0,0,0,0,0,1,1,1],[0,0,0,0,1,1,1,1]]",
item_019359_trial_019359_03_pure_tbi,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,24,2,6,5,0.5625,1.0,sfg_generator,seed019359_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed019359_sfg_generator,e986576341b81dd7,dbee3a40d0a24cd1,0,5,1,6,"###..S##
##...#G#
#..##...
..#.....
.###.#..
..#....#
.#..#.##
...#####","[[1,1,1,0,0,0,1,1],[1,1,0,0,0,1,0,1],[1,0,0,1,1,0,0,0],[0,0,1,0,0,0,0,0],[0,1,1,1,0,1,0,0],[0,0,1,0,0,0,0,1],[0,1,0,0,1,0,1,1],[0,0,0,1,1,1,1,1]]",
item_019408_trial_019408_04_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,25,2,7,6,0.578125,1.0,sfg_generator,seed019408_sfg_generator,generic_single_loop_medium,True,True,True,seed019408_sfg_generator,3df2735cf760cac4,e59dd93a0182f195,3,7,4,5,"####....
###..#.#
#...#...
....###S
...##G##
.#.#....
..#..##.
#...###.","[[1,1,1,1,0,0,0,0],[1,1,1,0,0,1,0,1],[1,0,0,0,1,0,0,0],[0,0,0,0,1,1,1,0],[0,0,0,1,1,0,1,1],[0,1,0,1,0,0,0,0],[0,0,1,0,0,1,1,0],[1,0,0,0,1,1,1,0]]",
item_019518_trial_019518_03_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,21,2,6,5,0.578125,1.0,sfg_generator,seed019518_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed019518_sfg_generator,9cfa06051a47292b,13d0f44e28c75069,2,1,0,4,"####G...
#####...
#S####..
...#.#..
.##..##.
..#..#..
#......#
##...#..","[[1,1,1,1,0,0,0,0],[1,1,1,1,1,0,0,0],[1,0,1,1,1,1,0,0],[0,0,0,1,0,1,0,0],[0,1,1,0,0,1,1,0],[0,0,1,0,0,1,0,0],[1,0,0,0,0,0,0,1],[1,1,0,0,0,1,0,0]]",
item_019518_trial_019518_05_spb,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,21,2,6,5,0.5625,1.0,sfg_generator,seed019518_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed019518_sfg_generator,f7721a449ac0216d,b6cb8229fea6c96e,2,1,0,4,"####G..#
#####...
#S####..
...#.#..
.##..##.
..#..#..
#......#
##...#..","[[1,1,1,1,0,0,0,1],[1,1,1,1,1,0,0,0],[1,0,1,1,1,1,0,0],[0,0,0,1,0,1,0,0],[0,1,1,0,0,1,1,0],[0,0,1,0,0,1,0,0],[1,0,0,0,0,0,0,1],[1,1,0,0,0,1,0,0]]",
item_019561_trial_019561_01_pure_tbi,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,21,2,6,4,0.6875,1.0,sfg_generator,seed019561_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed019561_sfg_generator,411c9e7049619900,e62a826a579d39b5,5,0,0,0,"G.#.....
#.......
..#.##..
.#..##..
#######.
S#..##..
........
...#...#","[[0,0,1,0,0,0,0,0],[1,0,0,0,0,0,0,0],[0,0,1,0,1,1,0,0],[0,1,0,0,1,1,0,0],[1,1,1,1,1,1,1,0],[0,1,0,0,1,1,0,0],[0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,1]]",
item_019688_trial_019688_03_random,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,2,6,6,0.546875,1.0,sfg_generator,seed019688_sfg_generator,tree_long_high_choice_high_endpoint,True,True,True,seed019688_sfg_generator,ea88eebaa882ac2d,01ef309e81129f9a,7,0,4,3,"###....#
##...#..
##....#.
#...##..
.##G#..#
.#.#..##
.....###
S#..####","[[1,1,1,0,0,0,0,1],[1,1,0,0,0,1,0,0],[1,1,0,0,0,0,1,0],[1,0,0,0,1,1,0,0],[0,1,1,0,1,0,0,1],[0,1,0,1,0,0,1,1],[0,0,0,0,0,1,1,1],[0,1,0,0,1,1,1,1]]",
item_019736_trial_019736_00_pure_tbi,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,23,3,6,3,0.59375,1.0,sfg_generator,seed019736_sfg_generator,single_loop_long_high_choice_high_endpoint,True,True,True,seed019736_sfg_generator,f57811e972545b95,639b17975358e63a,7,4,7,7,".....###
.....###
...#.###
.###..##
..###..#
#...#...
.#.###..
....S#.G","[[0,0,0,0,0,1,1,1],[0,0,0,0,0,1,1,1],[0,0,0,1,0,1,1,1],[0,1,1,1,0,0,1,1],[0,0,1,1,1,0,0,1],[1,0,0,0,1,0,0,0],[0,1,0,1,1,1,0,0],[0,0,0,0,0,1,0,0]]",
item_019736_trial_019736_01_pure_tbi,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,23,3,6,4,0.625,1.0,sfg_generator,seed019736_sfg_generator,single_loop_long_high_choice_high_endpoint,True,True,True,seed019736_sfg_generator,5b13c7ea2c19e547,2295bb7ac8bce686,7,4,7,7,".....###
.......#
...#.###
.###..##
..###..#
#...#...
.#.###..
....S#.G","[[0,0,0,0,0,1,1,1],[0,0,0,0,0,0,0,1],[0,0,0,1,0,1,1,1],[0,1,1,1,0,0,1,1],[0,0,1,1,1,0,0,1],[1,0,0,0,1,0,0,0],[0,1,0,1,1,1,0,0],[0,0,0,0,0,1,0,0]]",
item_019916_trial_019916_02_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,24,3,6,5,0.640625,1.0,sfg_generator,seed019916_sfg_generator,single_loop_long_high_choice_high_endpoint,True,True,True,seed019916_sfg_generator,f0e6fa33f0c89194,aa6eab9a6a500407,0,7,5,6,"#...#..S
......##
...#.###
..####.#
...#...#
.##..#G.
...#.##.
##......","[[1,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,1],[0,0,0,1,0,1,1,1],[0,0,1,1,1,1,0,1],[0,0,0,1,0,0,0,1],[0,1,1,0,0,1,0,0],[0,0,0,1,0,1,1,0],[1,1,0,0,0,0,0,0]]",
item_019916_trial_019916_04_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,24,3,6,5,0.671875,1.0,sfg_generator,seed019916_sfg_generator,single_loop_long_high_choice_high_endpoint,True,True,True,seed019916_sfg_generator,d1190fea088b3330,e191956513fe86ad,0,7,5,6,"#...#..S
......##
...#.###
..####.#
...#...#
.##..#G.
...#.##.
........","[[1,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,1],[0,0,0,1,0,1,1,1],[0,0,1,1,1,1,0,1],[0,0,0,1,0,0,0,1],[0,1,1,0,0,1,0,0],[0,0,0,1,0,1,1,0],[0,0,0,0,0,0,0,0]]",
item_019926_trial_020990_03_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,2,6,5,0.640625,1.0,sfg_generator,seed019926_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed019926_sfg_generator,e427333bdf567ca5,47fff9605a1b44e2,7,4,5,2,"........
#.#.##.#
..##....
.###.#..
..##...#
#.G#....
#.##.##.
..##S...","[[0,0,0,0,0,0,0,0],[1,0,1,0,1,1,0,1],[0,0,1,1,0,0,0,0],[0,1,1,1,0,1,0,0],[0,0,1,1,0,0,0,1],[1,0,0,1,0,0,0,0],[1,0,1,1,0,1,1,0],[0,0,1,1,0,0,0,0]]",
item_019926_trial_020990_05_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,2,6,5,0.65625,1.0,sfg_generator,seed019926_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed019926_sfg_generator,b40398b9ad2bbe8e,5fb0544915009f82,7,4,5,2,"........
#...##.#
...#....
.#####..
..##...#
#.G#....
#.##.##.
..##S...","[[0,0,0,0,0,0,0,0],[1,0,0,0,1,1,0,1],[0,0,0,1,0,0,0,0],[0,1,1,1,1,1,0,0],[0,0,1,1,0,0,0,1],[1,0,0,1,0,0,0,0],[1,0,1,1,0,1,1,0],[0,0,1,1,0,0,0,0]]",
item_020040_trial_020040_04_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,24,3,7,4,0.640625,1.0,sfg_generator,seed020040_sfg_generator,generic_multi_loop_long,True,True,True,seed020040_sfg_generator,46721ac1b283af8f,226e6a9e24c2d0c2,0,7,0,1,"#G.#..#S
.#...#..
..#.#..#
#...#...
...###..
..###..#
...#..##
.....###","[[1,0,0,1,0,0,1,0],[0,1,0,0,0,1,0,0],[0,0,1,0,1,0,0,1],[1,0,0,0,1,0,0,0],[0,0,0,1,1,1,0,0],[0,0,1,1,1,0,0,1],[0,0,0,1,0,0,1,1],[0,0,0,0,0,1,1,1]]",
item_020066_trial_020595_02_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,23,4,6,6,0.75,1.0,random_wall_generator,seed020066_random_wall_generator,multi_loop_long_high_choice_high_endpoint,False,True,True,seed020066_random_wall_generator,cd669dcb5b6fcf54,891f1fa8cdf7d8c1,4,0,5,2,"........
..###.#.
.#..##..
..#.##..
S#..#...
#.G#....
........
#.....#.","[[0,0,0,0,0,0,0,0],[0,0,1,1,1,0,1,0],[0,1,0,0,1,1,0,0],[0,0,1,0,1,1,0,0],[0,1,0,0,1,0,0,0],[1,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0],[1,0,0,0,0,0,1,0]]",
item_020066_trial_021367_02_random,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,23,3,7,6,0.734375,1.0,random_wall_generator,seed020066_random_wall_generator,multi_loop_long_high_choice_high_endpoint,False,True,True,seed020066_random_wall_generator,1a0525c1b40cf708,0af55182213dc46e,4,0,5,2,"........
..###.#.
.#..##..
..#.##..
S#..#...
#.G#..#.
........
#.....#.","[[0,0,0,0,0,0,0,0],[0,0,1,1,1,0,1,0],[0,1,0,0,1,1,0,0],[0,0,1,0,1,1,0,0],[0,1,0,0,1,0,0,0],[1,0,0,1,0,0,1,0],[0,0,0,0,0,0,0,0],[1,0,0,0,0,0,1,0]]",
item_020193_trial_020614_03_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,2,6,6,0.640625,1.0,sfg_generator,seed020193_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed020193_sfg_generator,7c4fd9af48da0da5,056ffe5df64c55bb,4,7,3,4,".....###
.....###
..#.....
.###G###
....##.S
#.#.#..#
...#...#
.#...#..","[[0,0,0,0,0,1,1,1],[0,0,0,0,0,1,1,1],[0,0,1,0,0,0,0,0],[0,1,1,1,0,1,1,1],[0,0,0,0,1,1,0,0],[1,0,1,0,1,0,0,1],[0,0,0,1,0,0,0,1],[0,1,0,0,0,1,0,0]]",
item_020193_trial_022574_01_stage_clo,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,22,3,6,5,0.703125,1.0,sfg_generator,seed020193_sfg_generator,multi_loop_long_high_choice_high_endpoint,True,True,True,seed020193_sfg_generator,133a016e1acc1512,1f570613d76884d4,4,7,3,4,"........
.....##.
..#.....
.###G###
....##.S
#.#.#..#
...#...#
.#...#..","[[0,0,0,0,0,0,0,0],[0,0,0,0,0,1,1,0],[0,0,1,0,0,0,0,0],[0,1,1,1,0,1,1,1],[0,0,0,0,1,1,0,0],[1,0,1,0,1,0,0,1],[0,0,0,1,0,0,0,1],[0,1,0,0,0,1,0,0]]",
item_020241_trial_020241_04_pure_tbi,multi_loop|long|high_choice|mid_endpoint,multi_loop,long,high_choice,mid_endpoint,handdraw_observed,297,297,True,False,False,21,5,6,3,0.71875,1.0,dfs_tree_generator,seed020241_dfs_tree_generator,multi_loop_long_high_choice_high_endpoint,False,True,True,seed020241_dfs_tree_generator,facbacba3f5faa50,a10ee95eadde8c52,3,5,4,7,".....###
...#..##
..###..#
...##S.#
...##.#G
...#.#..
........
........","[[0,0,0,0,0,1,1,1],[0,0,0,1,0,0,1,1],[0,0,1,1,1,0,0,1],[0,0,0,1,1,0,0,1],[0,0,0,1,1,0,1,0],[0,0,0,1,0,1,0,0],[0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0]]",
